2014-02-07 2:4:3; 17.3
2014-02-07 3:5:4; 17.4
2014-02-07 4:6:5; 25.5
2014-02-07 5:7:6; 24.7
2014-02-07 6:8:7; 28.6
2014-02-07 7:9:8; 28.0
2014-02-07 8:10:9; 16.2
2014-02-07 9:11:10; 26.1
2014-02-07 10:12:11; 17.4
2014-02-07 11:13:12; 29.7
2014-02-07 12:14:13; 21.2
2014-02-07 13:15:14; 24.7
2014-02-07 14:16:15; 26.1
2014-02-07 15:17:16; 17.7
2014-02-07 16:18:17; 21.7
2014-02-07 17:19:18; 25.3
2014-02-07 18:20:19; 15.0
2014-02-07 19:21:20; 28.4
2014-02-07 20:22:21; 21.7
2014-02-07 21:23:22; 24.2
2014-02-07 22:24:23; 23.0
2014-02-07 23:25:24; 20.0
2014-02-07 1:26:25; 15.3
2014-02-07 2:27:26; 26.7
2014-02-07 3:28:27; 16.6
2014-02-07 4:29:28; 18.8
2014-02-07 5:30:29; 26.0
2014-02-07 6:31:30; 20.9
2014-02-07 7:32:31; 19.5
2014-02-07 8:33:32; 18.3
2014-02-07 9:34:33; 25.0
2014-02-07 10:35:34; 27.5
2014-02-07 11:36:35; 29.4
2014-02-07 12:37:36; 18.2
2014-02-07 13:38:37; 20.8
2014-02-07 14:39:38; 15.2
2014-02-07 15:40:39; 19.1
2014-02-07 16:41:40; 19.1
2014-02-07 17:42:41; 18.2
2014-02-07 18:43:42; 20.1
2014-02-07 19:44:43; 23.0
2014-02-07 20:45:44; 15.1
2014-02-07 21:46:45; 30.0
2014-02-07 22:47:46; 24.7
2014-02-07 23:48:47; 17.8
2014-02-07 1:49:48; 16.2
2014-02-07 2:50:49; 26.1
2014-02-07 3:51:50; 27.4
2014-02-07 4:52:51; 20.8
2014-02-07 5:53:52; 15.8
2014-02-07 6:54:53; 23.4
2014-02-07 7:55:54; 15.7
2014-02-07 8:56:55; 25.0
2014-02-07 9:57:56; 18.6
2014-02-07 10:58:57; 16.3
2014-02-07 11:59:58; 26.6
2014-02-07 12:60:59; 20.0
2014-02-07 13:61:60; 24.9
2014-02-07 14:3:2; 16.4
2014-02-07 15:4:3; 24.4
2014-02-07 16:5:4; 17.4
2014-02-07 17:6:5; 23.3
2014-02-07 18:7:6; 16.7
2014-02-07 19:8:7; 23.9
2014-02-07 20:9:8; 26.0
2014-02-07 21:10:9; 22.5
2014-02-07 22:11:10; 24.9
2014-02-07 23:12:11; 28.5
2014-02-07 1:13:12; 21.1
2014-02-07 2:14:13; 18.5
2014-02-07 3:15:14; 25.5
2014-02-07 4:16:15; 22.0
2014-02-07 5:17:16; 20.8
2014-02-07 6:18:17; 17.5
2014-02-07 7:19:18; 23.4
2014-02-07 8:20:19; 27.4
2014-02-07 9:21:20; 25.8
2014-02-07 10:22:21; 17.2
2014-02-07 11:23:22; 20.1
2014-02-07 12:24:23; 17.5
2014-02-07 13:25:24; 27.0
2014-02-07 14:26:25; 15.2
2014-02-07 15:27:26; 15.3
2014-02-07 16:28:27; 22.6
2014-02-07 17:29:28; 19.5
2014-02-07 18:30:29; 23.4
2014-02-07 19:31:30; 28.4
2014-02-07 20:32:31; 21.5
2014-02-07 21:33:32; 23.0
2014-02-07 22:34:33; 20.7
2014-02-07 23:35:34; 27.1
2014-02-07 1:36:35; 29.4
2014-02-07 2:37:36; 16.6
2014-02-07 3:38:37; 21.5
2014-02-07 4:39:38; 25.2
2014-02-07 5:40:39; 22.7
2014-02-07 6:41:40; 19.8
2014-02-07 7:42:41; 18.8
2014-02-07 8:43:42; 21.6
2014-02-07 9:44:43; 28.5
2014-02-07 10:45:44; 21.8
2014-02-07 11:46:45; 15.2
2014-02-07 12:47:46; 21.6
2014-02-07 13:48:47; 22.1
2014-02-07 14:49:48; 27.8
2014-02-07 15:50:49; 22.8
2014-02-07 16:51:50; 26.7
2014-02-07 17:52:51; 29.9
2014-02-07 18:53:52; 26.5
2014-02-07 19:54:53; 25.4
2014-02-07 20:55:54; 21.5
2014-02-07 21:56:55; 15.9
2014-02-07 22:57:56; 20.6
2014-02-07 23:58:57; 15.2
2014-02-07 1:59:58; 16.4
2014-02-07 2:60:59; 25.8
2014-02-07 3:61:60; 15.8
2014-02-07 4:3:2; 28.4
2014-02-07 5:4:3; 20.7
2014-02-07 6:5:4; 28.0
2014-02-07 7:6:5; 20.7
2014-02-07 8:7:6; 19.3
2014-02-07 9:8:7; 23.1
2014-02-07 10:9:8; 16.2
2014-02-07 11:10:9; 15.7
2014-02-07 12:11:10; 18.4
2014-02-07 13:12:11; 22.7
2014-02-07 14:13:12; 25.8
2014-02-07 15:14:13; 19.2
2014-02-07 16:15:14; 17.2
2014-02-07 17:16:15; 19.3
2014-02-07 18:17:16; 21.1
2014-02-07 19:18:17; 16.5
2014-02-07 20:19:18; 26.0
2014-02-07 21:20:19; 27.5
2014-02-07 22:21:20; 16.9
2014-02-07 23:22:21; 17.4
2014-02-07 1:23:22; 29.4
2014-02-07 2:24:23; 27.2
2014-02-07 3:25:24; 16.2
2014-02-07 4:26:25; 24.6
2014-02-07 5:27:26; 30.0
2014-02-07 6:28:27; 17.3
2014-02-07 7:29:28; 25.7
2014-02-07 8:30:29; 15.5
2014-02-07 9:31:30; 22.8
2014-02-07 10:32:31; 25.0
2014-02-07 11:33:32; 15.8
2014-02-07 12:34:33; 26.2
2014-02-07 13:35:34; 18.0
2014-02-07 14:36:35; 23.9
2014-02-07 15:37:36; 18.5
2014-02-07 16:38:37; 19.7
2014-02-07 17:39:38; 28.2
2014-02-07 18:40:39; 22.7
2014-02-07 19:41:40; 19.0
2014-02-07 20:42:41; 23.1
2014-02-07 21:43:42; 28.1
2014-02-07 22:44:43; 17.3
2014-02-07 23:45:44; 25.1
2014-02-07 1:46:45; 24.2
2014-02-07 2:47:46; 15.5
2014-02-07 3:48:47; 21.7
2014-02-07 4:49:48; 19.1
2014-02-07 5:50:49; 16.7
2014-02-07 6:51:50; 20.9
2014-02-07 7:52:51; 16.6
2014-02-07 8:53:52; 24.4
2014-02-07 9:54:53; 22.7
2014-02-07 10:55:54; 29.7
2014-02-07 11:56:55; 20.6
2014-02-07 12:57:56; 16.0
2014-02-07 13:58:57; 27.6
2014-02-07 14:59:58; 17.4
2014-02-07 15:60:59; 25.3
2014-02-07 16:61:60; 15.6
2014-02-07 17:3:2; 17.8
2014-02-07 18:4:3; 24.8
2014-02-07 19:5:4; 18.5
2014-02-07 20:6:5; 16.8
2014-02-07 21:7:6; 24.9
2014-02-07 22:8:7; 21.3
2014-02-07 23:9:8; 27.3
2014-02-07 1:10:9; 21.2
2014-02-07 2:11:10; 24.2
2014-02-07 3:12:11; 27.3
2014-02-07 4:13:12; 25.7
2014-02-07 5:14:13; 16.2
2014-02-07 6:15:14; 20.5
2014-02-07 7:16:15; 17.5
2014-02-07 8:17:16; 17.5
2014-02-07 9:18:17; 21.0
2014-02-07 10:19:18; 22.6
2014-02-07 11:20:19; 21.5
2014-02-07 12:21:20; 27.2
2014-02-07 13:22:21; 15.2
2014-02-07 14:23:22; 22.1
2014-02-07 15:24:23; 17.6
2014-02-07 16:25:24; 26.4
2014-02-07 17:26:25; 24.4
2014-02-07 18:27:26; 29.6
2014-02-07 19:28:27; 28.4
2014-02-07 20:29:28; 16.6
2014-02-07 21:30:29; 24.9
2014-02-07 22:31:30; 23.1
2014-02-07 23:32:31; 28.0
2014-02-07 1:33:32; 21.8
2014-02-07 2:34:33; 24.0
2014-02-07 3:35:34; 15.2
2014-02-07 4:36:35; 27.7
2014-02-07 5:37:36; 24.0
2014-02-07 6:38:37; 25.0
2014-02-07 7:39:38; 29.7
2014-02-07 8:40:39; 17.7
2014-02-07 9:41:40; 15.8
2014-02-07 10:42:41; 22.4
2014-02-07 11:43:42; 27.1
2014-02-07 12:44:43; 28.0
2014-02-07 13:45:44; 27.2
2014-02-07 14:46:45; 21.4
2014-02-07 15:47:46; 18.9
2014-02-07 16:48:47; 23.2
2014-02-07 17:49:48; 22.6
2014-02-07 18:50:49; 19.9
2014-02-07 19:51:50; 18.5
2014-02-07 20:52:51; 16.4
2014-02-07 21:53:52; 18.2
2014-02-07 22:54:53; 16.2
2014-02-07 23:55:54; 22.1
2014-02-07 1:56:55; 24.6
2014-02-07 2:57:56; 29.3
2014-02-07 3:58:57; 24.2
2014-02-07 4:59:58; 28.5
2014-02-07 5:60:59; 23.0
2014-02-07 6:61:60; 25.2
2014-02-07 7:3:2; 20.1
2014-02-07 8:4:3; 17.2
2014-02-07 9:5:4; 24.7
2014-02-07 10:6:5; 16.1
2014-02-07 11:7:6; 16.6
2014-02-07 12:8:7; 18.1
2014-02-07 13:9:8; 18.0
2014-02-07 14:10:9; 28.0
2014-02-07 15:11:10; 27.4
2014-02-07 16:12:11; 21.7
2014-02-07 17:13:12; 23.9
2014-02-07 18:14:13; 26.2
2014-02-07 19:15:14; 26.3
2014-02-07 20:16:15; 25.5
